id,is_active,name,established,insured,last_updated,address,city,state,asset,deposits,ots_region,offices,offices_domestic,officies_foreign,fed_district
10565,1,Brantley Bank and Trust Company,1946-03-06,1946-03-06,2006-11-03,9402 North Main Street,Brantley,Alabama,66137,56715,Southeast,2,2,0,Atlanta
10566,1,The Farmers State Bank,1905-06-28,1946-02-23,2009-03-10,309 South Prairie,Brookston,Indiana,70349,58412,Central,2,2,0,Chicago
10567,0,First Edina National Bank,1946-03-15,1946-03-15,1990-10-04,4100 West 50th Street,Edina,Minnesota,266365,235873,West,2,,,Kansas City
10568,1,Bank of Travelers Rest,1946-03-10,1946-03-18,2010-06-17,42 Plaza Drive,Travelers Rest,South Carolina,503841,444786,Southeast,9,9,0,Atlanta
10569,1,The F&M Bank & Trust Company,1946-03-14,1946-03-14,2006-11-03,Main Street,Tulsa,Oklahoma,2565052,2333156,West,12,12,0,Dallas
10570,0,The Highland Bank,1946-04-01,1946-04-01,1995-12-14,2004 Ford Parkway,St. Paul,Minnesota,108213,96049,West,3,,,Kansas City
10571,0,American Bank & Trust Company,1946-04-02,1946-04-02,1990-10-04,One American Place,Baton Rouge,Louisiana,351544,319815,Western,16,,,Dallas
10572,1,Table Grove State Bank,1946-03-05,1946-03-05,2012-06-20,121 South Broadway Street,Table Grove,Illinois,49584,42587,Central,1,1,0,Chicago
10573,1,Security Bank,1946-04-01,1946-04-01,2006-11-03,108 Ruby Street,Stephens,Arkansas,53690,48587,Western,1,1,0,Dallas
10574,1,Lafayette State Bank,1946-04-02,1946-04-02,2006-11-03,Main And Lafayette Streets,Mayo,Florida,97114,76303,Southeast,4,4,0,Atlanta
10575,0,Affiliated National Bank - Fruita,1946-04-06,1946-04-06,1992-07-30,141 North Park Square,Fruita,Colorado,24247,22243,Western,1,,,Dallas
10576,0,Security State Bank,1944-01-03,1946-03-13,1991-07-23,Main Street,Allen,Nebraska,8363,7614,West,1,,,Kansas City
10577,1,IAB Financial Bank,1946-04-06,1946-04-06,2012-10-24,118 East Ludwig Road,Fort Wayne,Indiana,947386,712563,Central,19,19,0,Chicago
10578,0,Rushmore State Bank,1946-04-09,1946-04-09,1990-10-04,14 St. Joe Street,Rapid City,South Dakota,,,West,3,,,Kansas City
10579,1,The Bennington State Bank,1884-01-01,1946-04-04,2012-04-25,2130 South Ohio Street,Salina,Kansas,483124,413502,Western,7,7,0,Kansas City
10580,0,Guaranty Bank & Trust Company,1946-04-13,1946-04-13,1997-07-02,6760 South Stony Island Avenue,Chicago,Illinois,7639,7501,Central,1,,,Chicago
10581,0,Vermillion State Bank,1946-04-10,1946-04-10,2009-03-03,Main Street,Vermillion,Kansas,15350,12199,Western,1,,,Kansas City
10582,0,Farmers National Bank,1946-04-20,1946-04-20,1996-02-22,201 North Main Street,Viborg,South Dakota,36853,31640,West,3,,,Kansas City
10583,0,National Bank of Northampton,1946-04-16,1946-04-16,1999-05-05,Main Street,Nassawadox,Virginia,6002,5303,Southeast,2,,,Atlanta
10584,0,"First Interstate Bank of New Mexico, National Association",1946-04-16,1946-04-16,1996-06-06,150 Washington Avenue,Santa Fe,New Mexico,116191,105109,West,5,,,Dallas
10585,0,Peoples National Bank Leadville,1940-05-22,1946-04-18,2013-06-20,400 Harrison Avenue,Leadville,Colorado,53146,45619,Western,1,,,Dallas
10586,1,Andover State Bank,1916-11-26,1946-04-19,2014-01-10,511 North Andover Road,Andover,Kansas,68656,59893,Western,2,2,0,Kansas City
10587,0,Michigan Avenue National Bank of Chicago,1946-07-01,1946-07-01,1995-06-29,30 North Michigan Avenue,Chicago,Illinois,213346,189931,Central,1,,,Chicago
10588,1,Bank of Stronghurst,1946-04-27,1946-04-27,2006-11-03,108 East Main Street,Stronghurst,Illinois,76939,67152,Central,4,4,0,Chicago
10589,1,Virginia Bank and Trust Company,1945-11-23,1946-04-30,2006-11-03,336 Main Street,Danville,Virginia,171495,146725,Southeast,8,8,0,Atlanta
10590,0,NBC Bank - Corpus Christi,1946-04-23,1946-04-23,1990-10-04,1812 South Alameda Street,Corpus Christi,Texas,110092,97652,West,2,,,Dallas
10591,1,The Fort Sill National Bank,1946-07-01,1946-07-01,2006-11-03,1647 Randolph Road,Fort Sill,Oklahoma,394950,297684,West,81,81,0,Dallas
10592,1,Citizens Bank & Trust Company,1945-12-31,1946-05-10,2006-11-03,222 New Hampshire Street,Covington,Louisiana,111286,98800,Western,5,5,0,Dallas
10593,1,BankSouth,1946-04-10,1946-04-10,2012-10-10,6340 Lake Oconee Parkway,Greensboro,Georgia,354733,300746,Southeast,3,3,0,Atlanta
10594,1,1st Bank & Trust,1946-05-06,1946-05-06,2006-11-03,710 South Park Drive,Broken Bow,Oklahoma,119343,105470,West,4,4,0,Dallas
10595,0,Johnsonville State Bank,1946-05-01,1946-05-01,2007-06-18,127 South Georgetown Highway,Johnsonville,South Carolina,22288,18751,Southeast,1,,,Atlanta
10596,0,Boatmen's National Bank of Conway,1946-05-18,1946-05-18,1997-09-02,Harkrider Place,Conway,Arkansas,194843,147039,Western,5,,,Atlanta
10597,0,"Trans Financial Bank of Martin, National Association",1946-05-11,1946-05-11,1995-05-03,Main Street,Martin,Kentucky,127459,99892,Southeast,2,,,Chicago
10598,1,La Monte Community Bank,1946-05-18,1946-05-18,2013-04-01,201 East Front Street,La Monte,Missouri,27928,24825,West,1,1,0,Kansas City
10599,0,Industrial National Bank,1940-03-12,1946-05-20,1995-02-24,2111 North Monroe Street,Tallahassee,Florida,57883,51175,Southeast,2,,,Atlanta
10600,0,Citizens National Bank & Trust Company of Chicago,1946-07-20,1946-07-20,1991-02-20,5200 West Chicago Avenue,Chicago,Illinois,18776,19197,Central,1,,,Chicago
10601,0,First State Bank,1946-04-29,1946-04-29,1999-05-05,Main Street,Thornton,Texas,3984,3329,West,1,,,Dallas
10602,0,Frontier Bank,1946-05-23,1946-05-23,2013-03-12,401 Vernon Street,Lagrange,Georgia,258840,224108,Southeast,10,,,Atlanta
10603,1,Walker State Bank,1946-05-20,1946-05-20,2012-08-07,116 Greene Street,Walker,Iowa,41034,36129,Western,1,1,0,Kansas City
10604,0,LaSalle Bank Northbrook,1946-06-08,1946-06-08,1995-10-24,1200 Shermer Road,Northbrook,Illinois,437271,350932,Central,3,,,Chicago
10605,0,First Interstate Bank of Wisconsin,1946-05-04,1946-05-04,1990-10-04,4015 North Oakland Avenue,Shorewood,Wisconsin,92483,79638,Central,2,,,Chicago
10606,1,Centera Bank,1937-10-18,1946-05-31,2010-09-28,119 South Inman Street,Sublette,Kansas,262040,239960,Western,6,6,0,Kansas City
10607,0,Trust Company Bank of Carroll County,1926-09-20,1946-06-05,1991-07-19,102 West College Street,Bowdon,Georgia,66581,55956,Southeast,4,,,Atlanta
10608,1,NXT Bank,1946-06-15,1946-06-15,2013-12-23,59 Fourth Street North,Central City,Iowa,240324,200692,Western,7,7,0,Kansas City
10609,0,First National State Bank of Ocean County,1934-06-11,1946-06-12,1998-12-10,317 Main Street,Lakewood Township,New Jersey,42911,39415,Northeast,7,,,New York
10610,1,Farmers and Merchants Bank,1946-03-01,1946-06-18,2009-10-26,104 North Main Street,Sylvania,Georgia,114901,101896,Southeast,3,3,0,Atlanta
10611,1,Citizens Bank of Florida,1946-07-01,1946-07-01,2006-09-14,156 Geneva Drive,Oviedo,Florida,222238,196373,Southeast,5,5,0,Atlanta
10612,0,"Pan American Bank of Tampa, National Association",1946-07-01,1946-07-01,1990-10-04,201 East Kennedy Boulevard,Tampa,Florida,96566,87614,Southeast,6,,,Atlanta
10613,0,The Farmers Bank & Trust of Cheneyville,1946-07-01,1946-07-01,2002-12-18,Main Street,Cheneyville,Louisiana,35317,32103,Western,1,,,Dallas
10614,0,United New Mexico Bank at Roswell,1946-06-18,1946-06-18,1994-10-19,400 North Pennsylvania Avenue,Roswell,New Mexico,180600,151683,West,4,,,Dallas
10615,1,Security State Bank,1946-07-01,1946-07-01,2006-11-03,450 Main St,Alexandria,South Dakota,75043,63888,West,3,3,0,Kansas City
10616,0,Crofton State Bank,1946-04-06,1946-07-02,1990-10-04,Second And Kansas Streets,Crofton,Nebraska,11619,10844,West,1,,,Kansas City
10617,1,Busey Bank,1946-07-08,1946-07-08,2010-01-25,100 West University Avenue,Champaign,Illinois,3470186,2878793,Central,42,42,0,Chicago
10618,0,Fall River State Bank,1946-07-08,1946-07-08,1995-12-07,Main Street,Fall River,Kansas,4752,4394,Western,2,,,Kansas City
10619,1,Whitesville State Bank,1946-07-08,1946-07-08,2008-08-21,38609 Coal River Rd,Whitesville,West Virginia,83133,74423,Northeast,4,4,0,Atlanta
10620,0,First National Bank of White County,1946-07-01,1946-07-01,1996-07-08,South Main And West Kytle Streets,Cleveland,Georgia,121668,100398,Southeast,2,,,Atlanta
10621,0,General Bank,1923-12-29,1946-07-01,1990-10-04,720 Olive Street,St. Louis,Missouri,594323,448624,West,7,,,Kansas City
10622,0,University National Bank of College Station,1946-07-01,1946-07-01,1990-10-04,711 University Drive,College Station,Texas,36341,39534,West,1,,,Dallas
10623,0,Dunnellon State Bank,1946-08-01,1946-08-01,2008-03-04,U.S. Highway 41 North,Dunnellon,Florida,60536,46695,Southeast,1,,,Atlanta
10624,0,"Bank of Homewood, National Association",1946-07-27,1946-07-27,2001-03-07,2034 Ridge Road,Homewood,Illinois,349813,310958,Central,8,,,Chicago
10625,0,Bethalto National Bank,1946-07-19,1946-07-19,1992-01-14,101 Prairie Street,Bethalto,Illinois,38948,35923,Central,2,,,Chicago
10626,0,Security National Bank of Springfield,1913-01-01,1946-07-19,1992-08-20,1666 Main Street,Springfield,Massachusetts,44713,39893,Northeast,5,,,New York
10627,0,Victory Bank of Nowata,1946-11-12,1946-11-12,1998-04-08,108 North Maple,Nowata,Oklahoma,22191,18049,West,2,,,Dallas
10628,1,Merchants & Planters' Bank,1946-08-06,1946-08-06,2006-11-03,Second And Hazel Streets,Newport,Arkansas,244115,219781,Western,9,9,0,Dallas
10629,0,The Gordon Bank,1946-08-01,1946-08-01,1994-06-09,216 North Railroad Street,Gordon,Georgia,30188,27855,Southeast,1,,,Atlanta
10630,0,Boatmen's National Bank of Boonville,1946-08-12,1946-08-12,1997-06-24,412 Main Street,Boonville,Missouri,59962,47802,West,1,,,Atlanta
10631,0,First State Bank of Cobb County,1946-08-05,1946-08-05,1990-10-04,"2890 Atlanta Street, S.E.",Smyrna,Georgia,39684,34741,Southeast,6,,,Atlanta
10632,1,North Loup Valley Bank,1946-07-01,1946-07-31,2006-11-03,404 W 1st St,North Loup,Nebraska,20318,17866,West,1,1,0,Kansas City
10633,0,Bank of Jefferson,1946-08-12,1946-08-12,2007-09-28,144 S Main Street,Jefferson,South Carolina,14254,12264,Southeast,1,,,Atlanta
10634,1,Jefferson Bank,1946-08-12,1946-08-12,2008-02-19,2900 Fredericksburg Road,San Antonio,Texas,1184519,1077752,West,15,15,0,Dallas
10635,1,Kendall State Bank,1892-01-01,1946-08-16,2010-09-28,406 Broadway Street,Valley Falls,Kansas,35660,32317,Western,3,3,0,Kansas City
10636,1,The Gary State Bank,1946-08-17,1946-08-17,2006-11-03,112 Main Ave,Gary,Minnesota,13621,10172,West,1,1,0,Kansas City
10637,1,First Bank,1907-01-01,1946-08-26,2010-09-28,128 South Broadway Avenue,Sterling,Kansas,131430,105692,Western,3,3,0,Kansas City
10638,0,State Bank of Keysville,1946-10-01,1946-10-01,1990-10-04,24-26 King Street,Keysville,Virginia,23456,20749,Southeast,1,,,Atlanta
10639,0,Access Bank,1946-09-07,1946-09-07,2010-05-10,11150 Commerce Drive North,Champlin,Minnesota,31996,31969,West,2,,,Kansas City
10640,1,State Bank of Lakota,1900-01-01,1946-09-16,2010-06-17,125 Main Street,Lakota,North Dakota,53251,49053,West,1,1,0,Kansas City
10641,0,Trenary State Bank,1946-09-16,1946-09-16,1999-05-05,Main Street,Trenary,Michigan,12462,11273,Central,2,,,Chicago
10642,1,State Bank of Chrisman,1891-08-11,1946-09-06,2006-11-03,202 West Madison Avenue,Chrisman,Illinois,82841,71750,Central,2,2,0,Chicago
10643,0,First National Bank of Georgia,1946-09-16,1946-09-16,2010-02-02,201 Maple Street,Carrollton,Georgia,840633,780196,Southeast,16,,,Atlanta
10644,0,The Peninsula State Bank,1946-09-16,1946-09-16,1999-05-05,Main Street,Gig Harbor,Washington,31134,28288,West,3,,,San Francisco
10645,0,The Citizens' State Bank of Granby,1946-07-01,1946-09-14,1993-02-23,Main Street,Granby,Missouri,12590,11392,West,2,,,Kansas City
10646,1,The Poplar Grove State Bank,1946-09-14,1946-09-14,2006-11-03,109 North State Street,Poplar Grove,Illinois,77374,59457,Central,2,2,0,Chicago
10647,0,Central Bank and Trust Company,1946-09-25,1946-09-25,1999-09-18,1313 Northwest 36th Street,Miami,Florida,176765,148997,Southeast,4,,,Atlanta
10648,0,Enterprise Bank - Houston,1946-09-18,1946-09-18,1995-01-13,4600 Gulf Freeway,Houston,Texas,142018,121769,West,3,,,Dallas
10649,0,The First Commercial Bank,1946-09-26,1946-09-28,2011-04-12,6945 North Clark Street,Chicago,Illinois,268597,218563,Central,7,,,Chicago
10650,0,Port City Bank,1946-10-04,1946-10-04,1990-10-04,3601 Eastex Freeway,Houston,Texas,60736,62280,West,2,,,Dallas
10651,0,The Community Bank,1946-10-05,1946-10-05,2008-11-24,4581 Atlanta Highway,Loganville,Georgia,634901,603733,Southeast,4,,,Atlanta
10652,0,Merchants Bank,1902-01-20,1946-10-02,1991-04-23,"93 Ocoee Street, N.E.",Cleveland,Tennessee,114258,104614,Southeast,6,,,Dallas
10653,0,Magna Bank of New Holland,1946-10-10,1946-10-10,1990-10-04,111 West Lincoln,New Holland,Illinois,20404,15879,Central,1,,,Chicago
10654,0,The Citizens State Bank,1946-10-10,1946-10-10,2001-02-06,100 South Main,Keenesburg,Colorado,36754,30179,Western,2,,,Dallas
10655,1,Gruver State Bank,1946-09-07,1946-10-08,2006-11-03,3 Main Plaza,Gruver,Texas,63878,53015,West,1,1,0,Dallas
10656,0,Unitedbank - Metro,1934-01-01,1946-10-11,1990-10-04,1602 Milam And Leeland,Houston,Texas,45450,39943,West,1,,,Dallas
10657,0,City National Bank of Miami Beach,1946-10-15,1946-10-15,1999-09-18,326 Seventy-First Street,Miami Beach,Florida,134293,122305,Southeast,1,,,Atlanta
10658,0,Peoples Bank,1946-07-13,1946-10-15,2007-09-26,Main Street,Blackshear,Georgia,198666,166793,Southeast,3,,,Atlanta
10659,0,"First RepublicBank Dallas East, National Association",1946-10-15,1946-10-15,1990-10-04,3300 Commerce Street,Dallas,Texas,119629,110832,West,2,,,Dallas
10660,0,Corn Belt Bank and Trust Company,1946-10-25,1946-10-25,2009-02-17,643 West Washington Street,Pittsfield,Illinois,260201,233788,Central,3,,,Chicago
10661,1,"First Bankers Trust Company, National Association",1946-10-23,1946-10-23,2009-12-07,12th And Broadway,Quincy,Illinois,768602,634720,Central,10,10,0,Chicago
10662,0,Central Bank of Tampa,1946-11-01,1946-11-01,2003-01-17,2307 West Kennedy Boulevard,Tampa,Florida,223175,176870,Southeast,5,,,Atlanta
10663,0,SUNWEST Bank of Grant County,1946-11-06,1946-11-06,1997-09-02,12th And Hudson Streets,Silver City,New Mexico,129891,83751,West,2,,,Atlanta
10664,0,First American Bank of Maryland,1946-11-18,1946-11-18,1993-11-04,8701 Georgia Avenue,Silver Spring,Maryland,1077575,814025,Southeast,45,,,New York
10665,0,Florida Bank of Sumter County,1946-11-15,1946-11-15,1990-10-04,201 Bushnell Plaza,Bushnell,Florida,54168,49963,Southeast,3,,,Atlanta
10666,1,Tri-State Bank of Memphis,1946-12-16,1946-12-16,2007-12-12,180 South Main Street At Beale,Memphis,Tennessee,138259,123468,Southeast,3,3,0,Dallas
10667,0,"Lafayette Bank and Trust Company, National Association",1899-03-11,1946-12-03,2009-10-14,250 Main Street,Lafayette,Indiana,1144387,926572,Central,21,,,Chicago
10668,0,Texas American Bank/Riverside,1946-12-14,1946-12-14,1990-10-04,3000 East Belknap Street,Fort Worth,Texas,193815,178826,West,1,,,Dallas
10669,0,Century National Bank of Fort Lauderdale,1947-01-28,1947-01-28,1997-06-17,501 East Las Olas Boulevard,Fort Lauderdale,Florida,88393,78043,Southeast,2,,,Atlanta
10670,0,Peoples Bank of Pound,1946-10-15,1946-10-15,1999-05-05,Main Street,Pound,Virginia,42971,39291,Southeast,3,,,Atlanta
10671,1,Nebraska State Bank,1946-12-09,1946-12-09,2010-06-17,202 N 4th St,Lynch,Nebraska,14603,12493,West,1,1,0,Kansas City
10672,0,The Rentz Banking Company,1914-05-05,1946-12-10,1999-05-05,Main Street,Rentz,Georgia,2938,2639,Southeast,1,,,Atlanta
10673,0,Bank One,1904-05-19,1946-12-12,1995-09-19,Main Street,Otis,Kansas,10557,9588,Western,2,,,Kansas City
10674,0,Clinton State Bank,1946-10-01,1947-01-02,1998-11-05,202 South Court Street,Clinton,Arkansas,70182,64334,Western,5,,,Atlanta
10675,0,Citizens and Southern Bank of Manatee County,1947-01-03,1947-01-03,1990-10-04,706 8th Avenue,Palmetto,Florida,170872,158232,Southeast,4,,,Atlanta
10676,0,1ST BANK,1934-01-01,1946-12-23,2012-05-03,1001 Main Street,Evanston,Wyoming,768016,538864,West,10,,,San Francisco
10677,0,"First City, Texas - Lake Jackson",1947-01-02,1947-01-02,1992-11-04,This Way Street,Lake Jackson,Texas,104302,96353,West,1,,,Dallas
10678,0,Waldorf State Bank,1947-01-02,1947-01-02,1992-12-04,Main Street,Waldorf,Minnesota,9808,7928,West,1,,,Kansas City
10679,0,MBank Garland,1947-01-02,1947-01-02,1990-10-04,111 South Garland Road,Garland,Texas,149502,139481,West,4,,,Dallas
10680,1,Bank of Glen Ullin,1947-01-02,1947-01-02,2012-10-10,106 South Avenue West,Glen Ullin,North Dakota,47265,39253,West,1,1,0,Kansas City
10681,0,Lincoln Bank,1947-01-02,1947-01-02,1990-10-04,4659 South Highway 101,Lincoln City,Oregon,75643,68450,West,9,,,San Francisco
10682,0,Bank of Montana Valier,1946-10-14,1946-12-30,1992-10-01,Main Street,Valier,Montana,10835,9061,West,1,,,San Francisco
10683,0,Bank of Verdigre and Trust Company,1943-07-06,1947-01-08,1999-05-05,Main Street,Verdigre,Nebraska,13356,12729,West,1,,,Kansas City
10684,0,White Mountain Bank and Trust Company,1946-01-02,1947-01-10,1990-10-04,10 Exchange Street,Gorham,New Hampshire,4750,4387,Northeast,1,,,New York
10685,0,"Lane County Bank, Florence, Oregon",1947-01-27,1947-01-27,1999-05-05,Main Street,Florence,Oregon,,,West,1,,,San Francisco
10686,0,"Pan American Bank of Orlando, National Association",1947-02-17,1947-02-17,1990-10-04,250 North Orange Avenue,Orlando,Florida,199614,140141,Southeast,7,,,Atlanta
10687,0,Trust Company of Georgia Bank of de Kalb,1947-01-15,1947-01-15,1990-10-04,"1 Executive Park Drive, N.E.",De Kalb County,Georgia,,,Southeast,3,,,Atlanta
10688,0,Citizens Bank and Trust Company,1947-01-27,1947-01-27,2002-06-03,100 East Main Street,Louisville,Mississippi,71508,57948,West,3,,,Dallas
10689,0,Tampico National Bank,1947-02-01,1947-02-01,1997-11-14,"112/120 Main Street, West Side",Tampico,Illinois,17390,14361,Central,1,,,Chicago
10690,0,Richfield Bank & Trust Co.,1947-02-03,1947-02-03,2002-06-14,6625 Lyndale Avenue South,Richfield,Minnesota,766696,543353,West,9,,,Kansas City
10691,1,Metairie Bank & Trust Company,1947-02-15,1947-02-15,2006-11-03,3344 Metairie Road,Metairie,Louisiana,345514,308072,Western,7,7,0,Dallas
10692,0,Lumberton State Bank,1947-02-18,1947-02-18,1999-05-05,Main Street,Lumberton,Mississippi,,,West,2,,,Dallas
10693,0,First Community Bank - Castle Rock,1947-02-20,1947-02-20,1999-05-05,Main Street,Pineville,West Virginia,55444,47779,Northeast,3,,,Atlanta
10694,0,River Oaks Bank,1947-02-14,1947-02-14,1994-08-24,2001 Kirby Drive,Houston,Texas,424635,370959,West,1,,,Dallas
10695,0,First City National Bank in Grand Prairie,1947-05-29,1947-05-29,1990-10-04,727 East Main Street,Grand Prairie,Texas,80421,74649,West,2,,,Dallas
10696,0,Liberty National Bank,1947-02-28,1947-02-28,1991-06-11,18 West Adams Street,Lovington,New Mexico,51370,51562,West,4,,,Dallas
10697,0,Central Bank,1947-02-19,1947-02-19,2009-12-09,Main Street,Russiaville,Indiana,53605,46290,Central,2,,,Chicago
10698,1,JD Bank,1947-03-12,1947-03-12,2013-09-11,507 Main Street,Jennings,Louisiana,730237,654544,Western,20,20,0,Dallas
10699,1,Bank Plus,1947-03-01,1947-03-01,2012-12-07,1202 Central Avenue,Estherville,Iowa,128780,96814,Western,4,4,0,Kansas City
10700,0,"First Interstate Bank of Idaho, National Association",1946-12-06,1947-03-01,1996-06-06,877 West Main,Boise,Idaho,945959,820562,Western,33,,,San Francisco
10701,0,State Bank and Trust Company,1947-03-15,1947-03-15,1995-07-10,400 Mississippi Street,Donaldsonville,Louisiana,97322,88905,Western,3,,,Dallas
10702,0,"First Bank, bc",1946-09-16,1947-03-14,2003-10-16,6th And Main Streets,Capron,Illinois,73797,63950,Central,4,,,Chicago
10703,0,Harbor Country Banking Company,1923-01-01,1947-03-18,1994-08-24,3 North Elm Street,Three Oaks,Michigan,86443,77463,Central,5,,,Chicago
10704,1,Elkhorn Valley Bank & Trust,1943-07-06,1947-03-18,2006-11-03,800 West Benjamin Avenue,Norfolk,Nebraska,609481,537438,West,7,7,0,Kansas City
10705,0,State Bank of Jansen,1901-08-10,1947-03-18,1999-05-05,Main Street,Jansen,Nebraska,5010,4596,West,1,,,Kansas City
10706,0,Peoples Banking Company,1934-01-01,1947-04-01,1997-07-02,Jefferson And Norton Streets,Boston,Georgia,8391,8103,Southeast,1,,,Atlanta
10707,0,The Community Savings Bank Company,1947-04-03,1947-04-03,1990-10-04,Public Road And William Street,Yorkville,Ohio,9341,8650,Central,1,,,Chicago
10708,0,Mt. Pleasant Bank and Trust Company,1947-04-05,1947-04-05,1997-07-02,102 South Main Street,Mount Pleasant,Iowa,29367,26214,Western,1,,,Kansas City
10709,0,"First City, Texas - El Paso, National Association",1947-07-14,1947-07-14,1992-11-04,320 North Stanton Street,El Paso,Texas,395894,367322,West,6,,,Dallas
10710,1,State Bank of Easton,1934-05-21,1947-04-09,2010-06-17,50 Main Street,Easton,Minnesota,20277,14419,West,1,1,0,Kansas City
10711,0,Comerica Bank - Midland,1947-04-14,1947-04-14,1990-10-04,201 Mcdonald Street,Midland,Michigan,144164,132402,Central,7,,,Chicago
10712,0,Boswell State Bank,1947-04-14,1947-04-14,1997-09-10,Main Street,Boswell,Oklahoma,9972,8900,West,1,,,Dallas
10713,0,MBank Mansfield,1947-04-19,1947-04-19,1990-10-04,106 South Main Street,Mansfield,Texas,80440,74675,West,1,,,Dallas
10714,1,Tallahatchie County Bank,1913-11-11,1947-04-22,2006-11-03,2 East Main Street,Charleston,Mississippi,58234,52651,West,1,1,0,Dallas
10715,0,Golden State Bank,1947-04-29,1947-04-29,1990-10-04,10230 South Paramount Boulevard,Downey,California,152914,138484,Western,11,,,San Francisco
10716,1,Sheridan State Bank,1947-05-03,1947-05-03,2006-11-03,130 West Main Street,Sheridan,Illinois,29336,25597,Central,1,1,0,Chicago
10717,0,Bank of Ysleta,1947-05-01,1947-05-01,1993-02-10,8936 Alameda Avenue,El Paso,Texas,39311,35147,West,1,,,Dallas
10718,1,BMO Harris Bank National Association,1947-05-17,1947-05-17,2012-11-19,111 West Monroe Street,Chicago,Illinois,91286152,70664660,Central,705,705,4,Washington
10719,0,Brenton Bank and Trust Company,1947-05-10,1947-05-10,1995-10-20,119 Central Avenue West,Clarion,Iowa,53438,47350,Western,3,,,Kansas City
10720,0,Farmers Savings Bank,1897-01-01,1947-05-13,1999-05-05,Main Street,Massena,Iowa,16920,15393,Western,1,,,Kansas City
10721,0,First Choice Community Bank 1874,1889-01-01,1947-05-13,2010-03-30,1595 Highway 34 East,Newnan,Georgia,235591,216454,Southeast,7,,,Atlanta
10722,0,Fayette Bank,1947-05-14,1947-05-14,1997-11-17,58 West Main Street,Uniontown,Pennsylvania,353282,310326,Northeast,12,,,New York
10723,0,Westfield State Bank,1947-05-19,1947-05-19,1994-04-13,103 E. State Street,Westfield,Illinois,8804,7764,Central,1,,,Chicago
10724,0,Banterra Bank Group,1947-03-04,1947-05-19,1998-09-24,U.S. Route 45 South,Eldorado,Illinois,168849,147713,Central,6,,,Chicago
10725,0,First Guaranty Bank and Trust Company of Jacksonville,1947-05-29,1947-05-29,2012-01-30,1234 King Street,Jacksonville,Florida,397082,378309,Southeast,8,,,Atlanta
10726,1,Citizens State Bank,1947-06-07,1947-06-07,2008-04-17,224 North Main Street,Anton,Texas,35640,32932,West,1,1,0,Dallas
10727,0,The Sylvia State Bank,1947-06-06,1947-06-06,1999-05-05,Main Street,Sylvia,Kansas,5894,5334,Western,1,,,Kansas City
10728,1,State Bank of Burrton,1947-05-22,1947-05-22,2006-11-03,200 North Burrton Avenue,Burrton,Kansas,10340,9226,Western,1,1,0,Kansas City
10729,1,Carver State Bank,1927-01-01,1947-06-04,2013-05-08,"701 Martin Luther King, Jr. Boulevard",Savannah,Georgia,40388,32988,Southeast,2,2,0,Atlanta
10730,1,Vermont State Bank,1947-06-09,1947-06-09,2006-11-03,106 North Main Street,Vermont,Illinois,18978,17068,Central,1,1,0,Chicago
10731,0,Citizens State Bank,1900-01-01,1947-06-12,1994-05-10,309-11 Main Street,Webb,Iowa,10697,9723,Western,1,,,Kansas City
10732,0,Northern Connecticut National Bank,1947-07-14,1947-07-14,1990-10-04,101 Turnpike Road,Windsor Locks,Connecticut,77594,66703,Northeast,9,,,New York
10733,0,Union Planters Bank of East Arkansas,1947-07-14,1947-07-14,1996-05-09,801 Commerce Street,Earle,Arkansas,92735,85314,Western,7,,,Dallas
10734,0,FIRST FINANCIAL BANK,1947-06-16,1947-06-16,2012-12-31,Third And Sampson Streets,Hereford,Texas,170516,137651,West,1,,,Dallas
10735,1,Grants State Bank,1947-06-16,1947-06-16,2008-06-17,824 West Santa Fe Avenue,Grants,New Mexico,119930,105219,West,3,3,0,Chicago
10736,0,Citizens Bank and Trust of West Georgia,1947-07-01,1947-07-01,2008-11-07,115 College Street,Carrollton,Georgia,469525,393836,Southeast,9,,,Atlanta
10737,0,Texas American Bank/West Side,1947-07-19,1947-07-19,1990-10-04,600 Bailey Street,Fort Worth,Texas,208305,196379,West,2,,,Dallas
10738,0,"Norwest Bank Texas, North Central",1947-07-01,1947-07-01,1997-11-17,777 West Rosedale Street,Fort Worth,Texas,1132132,1027870,West,28,,,Kansas City
10739,1,CCB COMMUNITY BANK,1947-07-01,1947-07-01,2007-09-25,225 East Three Notch Street,Andalusia,Alabama,427008,349771,Southeast,4,4,0,Atlanta
10740,0,First Security Bank & Trust Co.,1947-07-02,1947-07-02,1997-01-13,Main Street,Whitesburg,Kentucky,93266,80851,Southeast,5,,,Chicago
10741,0,Grayling State Bank,1932-01-01,1947-07-10,1996-06-27,305 Michigan Avenue,Grayling,Michigan,111919,104631,Central,5,,,Chicago
10742,0,State Bank of Kenneth,1947-07-15,1947-07-15,1993-04-30,Main Street,Kenneth,Minnesota,11282,10131,West,2,,,Kansas City
10743,1,First State Bank,1947-07-01,1947-07-01,2006-11-03,103 Manzanares Avenue,Socorro,New Mexico,118973,105903,West,3,3,0,Dallas
10744,1,Bank Northwest,1945-08-04,1947-08-04,2006-11-03,201 South Davis Street,Hamilton,Missouri,105118,95790,West,5,5,0,Kansas City
10745,1,The Peoples Bank,1946-10-01,1947-07-25,2008-04-16,116 South Main,Marion,Kentucky,36103,30683,Southeast,3,3,0,Chicago
